	SYMBOL	RAE.GENE	Chr12q
7927	DPYSL3	0.07	
7928	COG2	-1	
7929	DIMT1	NA	
7930	TRIO	0.171	
7931	KIF3A	0.064	
7932	PARVB	0.096	
7933	COQ7	-1	
7934	SNRPE	-1	
7935	TUSC2	0.08	
7936	SLC44A1	0.128	
7937	MAP3K2	-1	
7938	SMARCE1	-1	
7939	IGFBP3	0.08	
7940	SYNGR2	-1	
7941	POLDIP3	-1	
7942	PBXIP1	-1	
7943	FECH	-1	
7944	CTNND1	-1	
7945	SEMA5A	0.15	
7946	TPCN1	0.112	
7947	LAMP2	NA	
7948	NA	NA	
7949	NA	NA	
7950	TUBA1C	-1	
7951	PLCL2	0.048	
7952	PSTPIP1	-1	
7953	RNF24	-1	
7954	FKSG63	NA	
7955	SNW1	-1	
7956	RPS16	0.08	
7957	DAAM2	-1	
7958	PTMA	0.053	
7959	MCCC2	NA	
7960	LPHN3	0.043	
7961	SETDB1	0.176	
7962	ZNF706	-1	
7963	AL928768.3	NA	
7964	COL4A1	0.128	
7965	PIN4	NA	
7966	ASAP1	0.091	
7967	MGRN1	-1	
7968	RGS12	0.053	
7969	FAM131A	-1	
7970	SFRP4	-1	
7971	ANKFY1	-1	
7972	DAP3	0.176	
7973	RFX7	-1	
7974	NA	NA	
7975	NCOA1	-1	
7976	CLIC2	NA	
7977	SLC31A1	0.096	
7978	PXMP4	0.112	
7979	UBL3	0.112	
7980	NRD1	-1	
7981	NPEPPS	0.07	
7982	LEMD3	0.267	
7983	DGKD	-1	
7984	TRDMT1	0.064	
7985	PDLIM4	-1	
7986	SIVA1	0.123	
7987	NA	NA	
7988	PTCH1	-1	
7989	ROCK1	0.07	
7990	GART	0.091	
7991	LAMA4	-1	
7992	TBCA	0.064	
7993	NA	NA	
7994	SATB2	-1	
7995	DDX3Y	NA	
7996	GGA2	-1	
7997	KIAA1551	NA	
7998	ATP11A	0.123	
7999	MTF1	-1	
8000	MTCH1	-1	
8001	ACSL3	0.059	
8002	PGK1	NA	
8003	C8orf44	0.134	
8004	ATP5E	0.16	
8005	NA	NA	
8006	CLDN10	-1	
8007	RPL4	0.07	
8008	RAD50	-1	
8009	DNASE1L3	-1	
8010	ATP5I	-1	
8011	PAM	0.059	
8012	PGAM1	-1	
8013	B3GALT4	NA	
8014	ARFGAP3	-1	
8015	ELAVL1	-1	
8016	SVEP1	0.107	
8017	GATAD1	0.07	
8018	MCTP1	-1	
8019	LRP12	0.102	
8020	EI24	-1	
8021	KIAA0226L	NA	
8022	APC	0.075	
8023	MSL3	NA	
8024	ACTG1	0.064	
8025	BRD2	NA	
8026	TFIP11	0.091	
8027	CLOCK	0.037	
8028	SMG7	0.102	
8029	CTDSP1	-1	
8030	LTA4H	0.23	
8031	SEPT4	-1	
8032	BMPR1A	0.053	
8033	PHC3	-1	
8034	TBC1D15	0.465	X
8035	TIMP1	NA	
8036	NMT2	0.075	
8037	NA	NA	
8038	PDGFC	0.048	
8039	RASSF9	0.262	
8040	PRRC2C	NA	
8041	EIF4A1	-1	
8042	NA	NA	
8043	CLN5	0.134	
8044	COL6A1	0.07	
8045	HMBOX1	-1	
8046	VMP1	NA	
8047	ARAP2	0.051	
8048	CLIP4	-1	
8049	PLCE1	-1	
8050	NCOA1	-1	
8051	TDG	0.102	
8052	IPO5	0.155	
8053	RPS6KA5	-1	
8054	HUNK	0.091	
8055	NA	NA	
8056	SRRM2	0.053	
8057	CDC14A	-1	
8058	SLC48A1	-1	
8059	RALGPS2	0.11	
8060	GTDC1	-1	
8061	GPR88	-1	
8062	KCNJ2	0.064	
8063	RAB5C	0.08	
8064	SATB1	0.053	
8065	CORO1A	-1	
8066	PKMYT1	0.043	
8067	N4BP2L1	0.139	
8068	SFRP1	0.096	
8069	EEF1A1	0.059	
8070	NA	NA	
8071	KRI1	0.123	
8072	TRRAP	0.064	
8073	KCNK3	0.048	
8074	UPF3A	-1	
8075	CTSA	0.123	
8076	SH2D2A	0.176	
8077	MBOAT7	0.091	
8078	AP3B1	0.064	
8079	A1CF	-1	
8080	NBN	-1	
8081	B2M	-1	
8082	SCAMP4	-1	
8083	USP33	-1	
8084	FBLN1	-1	
8085	SAFB	-1	
8086	TRA2A	0.139	
8087	OAZ1	-1	
8088	VPS41	0.102	
8089	NDUFC1	0.07	
8090	OTUB1	-1	
8091	RPS26	0.096	
8092	CYTH4	-1	
8093	CAMKK2	0.144	
8094	SPAST	-1	
8095	GTPBP2	0.064	
8096	TNIK	-1	
8097	YWHAZ	0.118	
8098	LUZP1	-1	
8099	TBC1D2B	-1	
8100	NA	NA	
8101	EP400	-1	
8102	QKI	-1	
8103	LRFN4	0.091	
8104	PRLH	-1	
8105	SF1	0.075	
8106	MRPL11	0.091	
8107	GGT1	-1	
8108	NDUFB5	0.075	
8109	ZNF443	0.107	
8110	MRPL48	-1	
8111	DHX29	0.053	
8112	APPBP2	-1	
8113	PRPF6	-1	
8114	EFEMP1	-1	
8115	AKR7A2	-1	
8116	CASP1	-1	
8117	DHODH	0.091	
8118	MARK4	-1	
8119	PPP1CB	-1	
8120	CHMP5	-1	
8121	PCDHGA3	0.078	
8122	RPL27	0.091	
8123	ETV1	0.118	
8124	NA	NA	
8125	ERAP1	0.064	
8126	TMEM106C	0.128	
8127	SYCP2	0.171	
8128	NBN	-1	
8129	CTSH	-1	
8130	NENF	-1	
8131	HELZ	0.064	
8132	SCML2	NA	
8133	THOC5	0.112	
8134	PRKCI	-1	
8135	NDUFA9	-1	
8136	USP16	-1	
8137	HSPBP1	-1	
8138	RQCD1	-1	
8139	PIP4K2A	-1	
8140	ZNF277	0.075	
8141	NOL12	0.096	
8142	IPO7	0.171	
8143	NFIB	-1	
8144	DNAJC16	0.075	
8145	NA	NA	
8146	RAB11A	0.064	
8147	HLA-A	NA	
8148	KAT6B	NA	
8149	PLEC	NA	
8150	PHTF1	-1	
8151	NFIB	-1	
8152	CYB561	0.064	
8153	BAMBI	-1	
8154	ZSCAN5A	-1	
8155	PPP6R3	NA	
8156	SOS2	0.112	
8157	ISCU	0.096	
8158	EIF1AX	NA	
8159	RPL24	-1	
8160	NA	NA	
8161	FRMD4B	-1	
8162	TMEM177	0.086	
8163	TMEM140	-1	
8164	ZNF629	-1	
8165	ZNF281	-1	
8166	WDR13	NA	
8167	ECM1	-1	
8168	RPRD1A	0.053	
8169	LLPH	0.428	
8170	CCHCR1	NA	
8171	ATP5I	-1	
8172	CEACAM1	0.086	
8173	SRP72	-1	
8174	C11orf30	-1	
8175	EIF3G	-1	
8176	LEPR	0.096	
8177	NRBP1	0.053	
8178	RPL24	-1	
8179	THBS3	0.176	
8180	EMC1	NA	
8181	CCPG1	0.086	
8182	PDZD8	0.032	
8183	IGFBP5	-1	
8184	PLLP	0.08	
8185	TBC1D2B	-1	
8186	ZNF710	-1	
8187	SLC35E1	0.091	
8188	ARL15	0.059	
8189	HMGB1	0.134	
8190	MRPL20	0.086	
8191	WDYHV1	-1	
8192	TMC6	0.08	
8193	TNFAIP2	-1	
8194	PHF20	0.123	
8195	PDS5A	0.091	
8196	NA	NA	
8197	GIPC1	-1	
8198	TOB2	0.107	
8199	NA	NA	
8200	SELPLG	-1	
8201	VPS35	-1	
8202	HIP1	0.08	
8203	SZT2	NA	
8204	PDPK1	-1	
8205	CLCN5	NA	
8206	VPS39	0.086	
8207	FAM172A	-1	
8208	GNB1	-1	
8209	TIMM8A	NA	
8210	NA	NA	
8211	ARL6IP1	-1	
8212	ARPC2	-1	
8213	SLAMF1	-1	
8214	TMEM19	0.433	X
8215	DNAJB5	-1	
8216	RALGAPA1	NA	
8217	FBXL5	-1	
8218	GADD45GIP1	-1	
8219	MAP1B	0.053	
8220	EDNRB	0.128	
8221	DLAT	0.182	
8222	PILRB	0.07	
8223	TLN1	0.118	
8224	ITGA9	0.053	
8225	PER3	-1	
8226	SULT1C2	0.08	
8227	CDC42	-1	
8228	TRADD	0.08	
8229	ENDOD1	0.144	
8230	CHRD	0.059	
8231	TTC33	0.128	
8232	TFB2M	0.155	
8233	CNKSR1	0.07	
8234	TXNL4A	-1	
8235	TIMM17A	0.112	
8236	NA	NA	
8237	AK2	0.075	
8238	HIF1AN	-1	
8239	COA3	NA	
8240	NA	NA	
8241	APRT	-1	
8242	KMT2A	NA	
8243	DGKA	0.118	
8244	TMEM97	0.043	
8245	ASPH	-1	
8246	CIC	-1	
8247	GCDH	-1	
8248	SMAD1	-1	
8249	UQCR11	NA	
8250	MED24	-1	
8251	PCDH17	-1	
8252	UBE2J1	0.064	
8253	HNRNPD	-1	
8254	NNT	-1	
8255	COPS7A	-1	
8256	SENP2	0.064	
8257	ABCA7	0.112	
8258	ZNF426	0.118	
8259	RANBP3	-1	
8260	RAB23	0.075	
8261	SLC22A3	-1	
8262	RNASEH1	0.043	
8263	CSRP2	-1	
8264	PSMA2	0.102	
8265	EFCAB14	NA	
8266	CXCL5	0.043	
8267	HLA-E	NA	
8268	CR1	-1	
8269	MEF2C	-1	
8270	INPP5B	0.075	
8271	DCTN5	-1	
8272	FADD	-1	
8273	CLPB	0.102	
8274	CTNND1	0.091	
8275	LIN7C	0.128	
8276	TMEM110	0.091	
8277	ASXL2	0.064	
8278	ZNF506	0.086	
8279	COIL	0.075	
8280	USP6NL	0.064	
8281	PIK3R1	0.048	
8282	PRR16	0.059	
8283	ARF4	-1	
8284	TUBA1A	-1	
8285	CD81	0.128	
8286	ASH2L	-1	
8287	BTBD7	0.091	
8288	TANK	-1	
8289	PRKAR1A	-1	
8290	THOP1	-1	
8291	ZFP36L1	0.075	
8292	SLC19A1	0.07	
8293	COL9A2	0.086	
8294	XPC	-1	
8295	RAB6B	0.043	
8296	ZNF589	-1	
8297	HSPB6	0.07	
8298	NR5A2	0.107	
8299	CTBP2	0.027	
8300	ZNF24	0.053	
8301	CCL18	0.064	
8302	MEMO1	0.059	
8303	RUFY1	-1	
8304	FOXN2	-1	
8305	STK3	0.118	
8306	LDB3	0.043	
8307	BAG5	-1	
8308	NA	NA	
8309	ITGB3	-1	
8310	ACBD4	0.07	
8311	CLEC2B	-1	
8312	SLA	0.096	
8313	FAM192A	NA	
8314	ADAMTS2	-1	
8315	HIBCH	-1	
8316	NTRK2	-1	
8317	NA	NA	
8318	MRPL9	0.155	
8319	RBFOX2	NA	
8320	PLA2G6	0.102	
8321	TTF2	-1	
8322	EXT1	0.102	
8323	LYPLA1	0.128	
8324	PIP5K1B	0.091	
8325	POLR3E	0.059	
8326	NA	NA	
8327	REEP1	-1	
8328	NIPBL	0.134	
8329	GFPT1	0.048	
8330	MRPL52	-1	
8331	R3HDM2	0.246	
8332	NA	NA	
8333	PBX2	NA	
8334	MRPL39	0.086	
8335	EWSR1	-1	
8336	SEH1L	-1	
8337	NPAS2	-1	
8338	HNRNPA2B1	0.134	
8339	RPL29	-1	
8340	NA	NA	
8341	INPP4B	-1	
8342	ULK2	-1	
8343	SLIT3	0.096	
8344	PLCG2	-1	
8345	SLC2A5	0.075	
8346	TSTA3	0.075	
8347	SERINC3	-1	
8348	ACD	-1	
8349	CNOT1	-1	
8350	SKP1	-1	
8351	GNAI3	-1	
8352	EMC6	NA	
8353	LMNA	-1	
8354	VGLL3	0.059	
8355	RIN1	0.086	
8356	WASF1	-1	
8357	SCRN3	-1	
8358	EIF2AK2	-1	
8359	KDM4A	NA	
8360	MAPK1IP1L	0.107	
8361	SLC6A1	0.07	
8362	AMACR	0.128	
8363	KIDINS220	-1	
8364	SP100	-1	
8365	LOXL1	-1	
8366	CLN5	-1	
8367	FXYD6	-1	
8368	ZNF473	-1	
8369	KIAA0556	0.043	
8370	PIGA	NA	
8371	CDC42BPA	0.155	
8372	NA	NA	
8373	CCPG1	-1	
8374	RHOA	0.128	
8375	CCHCR1	NA	
8376	GCA	-1	
8377	KHDRBS3	-1	
8378	MTM1	NA	
8379	SMARCD1	0.075	
8380	ATP5A1	-1	
8381	CLIC1	NA	
8382	CYP46A1	0.102	
8383	EAPP	0.123	
8384	FGF1	-1	
8385	SUMO3	0.08	
8386	RP11-553L6.5	NA	
8387	NA	NA	
8388	TAP1	NA	
8389	POLR3C	0.118	
8390	MPZ	-1	
8391	PCBP2	-1	
8392	PIP5K1C	-1	
8393	NA	NA	
8394	NA	NA	
8395	AP5M1	NA	
8396	RING1	NA	
8397	SMIM7	NA	
8398	RBBP5	-1	
8399	TOR1AIP1	-1	
8400	MFGE8	-1	
8401	CIB2	-1	
8402	MED22	0.059	
8403	NA	NA	
8404	HNRNPA3	-1	
8405	GAS1	0.102	
8406	SGMS1	-1	
8407	SLC20A1	-1	
8408	PLA2R1	0.043	
8409	NPTN	-1	
8410	NHP2L1	0.112	
8411	PPARD	0.07	
8412	NFIB	0.144	
8413	PRKDC	0.128	
8414	IPO13	0.107	
8415	THOC2	NA	
8416	ABCG1	0.091	
8417	FAM65B	-1	
8418	TTC3	0.091	
8419	TRAF3	0.107	
8420	NA	NA	
8421	ZMYM2	0.16	
8422	PRKCI	0.112	
8423	RB1CC1	-1	
8424	LINC00623	NA	
8425	ZNF395	0.091	
8426	ZNF358	-1	
8427	NA	NA	
8428	NA	NA	
8429	FAM57A	-1	
8430	USP6	0.048	
8431	CNOT4	-1	
8432	RBBP6	0.053	
8433	FRG1	0.128	
8434	NPIPB9	NA	
8435	MX1	0.086	
8436	NA	NA	
8437	HMGA1	0.059	
8438	LMO2	0.123	
8439	MFN1	-1	
8440	CPNE1	0.123	
8441	MAPK6	0.086	
8442	ANKLE2	0.144	
8443	TRIM13	0.166	
8444	CREB5	-1	
8445	DNAJB9	-1	
8446	FOXO3	-1	
8447	SLTM	-1	
8448	ZNF202	-1	
8449	TFAM	0.037	
8450	CDC16	-1	
8451	NA	NA	
8452	API5	0.107	
8453	MYO15A	0.07	
8454	SIX1	-1	
8455	NA	NA	
8456	TRMT61B	-1	
8457	YWHAH	0.102	
8458	GSTM3	0.053	
8459	NA	NA	
8460	NFRKB	-1	
8461	ATP2B1	0.326	
8462	NINJ1	0.118	
8463	MRPS33	-1	
8464	NA	NA	
8465	RP11-727A23.5	NA	
8466	UTP14A	NA	
8467	DNAJB6	-1	
8468	CX3CR1	-1	
8469	SNAPC3	-1	
8470	BAP1	-1	
8471	DENND5A	0.155	
8472	APEH	-1	
8473	KLHL20	0.16	
8474	TRIM68	-1	
8475	TGS1	0.134	
8476	SPAG8	0.112	
8477	ASB9	NA	
8478	KAT6B	NA	
8479	LAIR1	-1	
8480	ICAM3	-1	
8481	ACAP2	0.112	
8482	SPG21	-1	
8483	TMEM50A	0.075	
8484	PAK2	0.128	
8485	C9orf78	0.064	
8486	LDLRAP1	0.07	
8487	ADI1	0.043	
8488	MRPS27	0.053	
8489	NA	NA	
8490	NEDD8	-1	
8491	HDAC9	-1	
8492	KATNB1	-1	
8493	BGN	NA	
8494	NA	NA	
8495	FICD	-1	
8496	MXD4	0.053	
8497	ATP6V0E1	0.107	
8498	C3	-1	
8499	YWHAQ	-1	
8500	TSPAN5	0.037	
8501	ZSCAN9	NA	
8502	LARP7	0.08	
8503	RPS25	-1	
8504	COL15A1	0.118	
8505	TRAK1	0.059	
8506	SLC35A2	NA	
8507	KIAA0895	-1	
8508	EPOR	0.112	
8509	KIAA1279	0.07	
8510	ACVR1B	-1	
8511	HSD17B11	0.037	
8512	COQ7	-1	
8513	NPEPL1	0.16	
8514	INTS12	0.043	
8515	NA	NA	
8516	URM1	0.112	
8517	MZT2A	NA	
8518	CEP104	NA	
8519	HMGN4	-1	
8520	CHRNA10	0.144	
8521	NTRK3	-1	
8522	PSENEN	-1	
8523	NR1D1	0.064	
8524	NA	NA	
8525	PSPH	0.091	
8526	BOP1	-1	
8527	CAB39	-1	
8528	NF1	-1	
8529	CCNJ	0.032	
8530	TMX2	-1	
8531	RPL13	-1	
8532	GUSB	0.075	
8533	BCL2L11	0.089	
8534	IDH3G	NA	
8535	TMEM47	NA	
8536	ELL	-1	
8537	CHN2	-1	
8538	ENPEP	-1	
8539	SIDT1	-1	
8540	RHBDD3	-1	
8541	OMD	-1	
8542	TGOLN2	0.053	
8543	DDX27	0.128	
8544	RPS10	-1	
8545	EWSR1	0.112	
8546	PPAP2B	-1	
8547	GGA3	0.075	
8548	NA	NA	
8549	QRSL1	0.096	
8550	COX7C	0.048	
8551	POLA1	NA	
8552	RFC1	0.07	
8553	EIF2B1	-1	
8554	EEF1A1	0.059	
8555	NA	NA	
8556	ITGA1	-1	
8557	HDDC2	0.091	
8558	CD80	-1	
8559	SPARCL1	0.037	
8560	HIPK2	-1	
8561	GABRA2	0.048	
8562	SLC27A3	0.171	
8563	CARS	0.128	
8564	LZTS3	NA	
8565	DAAM1	0.08	
8566	KIAA1033	-1	
8567	NME4	0.07	
8568	STC1	0.096	
8569	PPM1B	-1	
8570	FABP3	0.075	
8571	NA	NA	
8572	RNF121	-1	
8573	CMKLR1	-1	
8574	TIMM44	0.086	
8575	MINK1	0.053	
8576	DNM3	0.294	
8577	PPP4R1	-1	
8578	NA	NA	
8579	SNX2	0.064	
8580	INF2	-1	
8581	PDIA6	0.048	
8582	ENTPD6	0.075	
8583	SEMA3D	0.075	
8584	CEP76	-1	
8585	RAB14	0.107	
8586	RHEB	-1	
8587	DAZAP2	0.096	
8588	FASTKD3	0.123	
8589	CHMP4A	0.064	
8590	CYB5R2	0.112	
8591	COL8A2	0.07	
8592	NA	NA	
8593	CSNK1A1	-1	
8594	RPL23A	0.043	
8595	NA	NA	
8596	E2F3	-1	
8597	SF3A2	-1	
8598	KCNK5	-1	
8599	SRSF1	NA	
8600	TES	0.07	
8601	TWF1	-1	
8602	NA	NA	
8603	SH3BP5	-1	
8604	C2orf54	0.053	
8605	ASB13	-1	
8606	CACNA1C	-1	
8607	PICALM	0.134	
8608	TCERG1	0.075	
8609	DOCK4	-1	
8610	NA	NA	
8611	PTPRC	-1	
8612	PEBP1	0.128	
8613	PTPN12	-1	
8614	HES1	0.07	
8615	TMEM214	-1	
8616	CDC14B	-1	
8617	ORMDL2	-1	
8618	EXO5	NA	
8619	PTGDS	-1	
8620	RAB2A	0.128	
8621	SAR1B	0.075	
8622	NA	NA	
8623	WDR52	-1	
8624	SIGLEC7	-1	
8625	WDR44	NA	
8626	C9orf114	0.075	
8627	ANAPC10	-1	
8628	HNRNPH1	0.091	
8629	NA	NA	
8630	NA	NA	
8631	GOLGB1	-1	
8632	NCK2	0.08	
8633	BRPF1	-1	
8634	NA	NA	
8635	SLC35E1	0.091	
8636	LIMS1	-1	
8637	TMEM260	NA	
8638	RHBDF1	-1	
8639	ANKS1A	0.064	
8640	ESYT2	NA	
8641	SLIT2	-1	
8642	PITPNA	0.064	
8643	DMPK	-1	
8644	NAAA	-1	
8645	USP15	0.171	
8646	NUP50	-1	
8647	MDFI	-1	
8648	RHOBTB1	-1	
8649	HOXD1	0.043	
8650	PPIF	0.043	
8651	FAM117A	0.048	
8652	AGRN	0.08	
8653	NOP56	-1	
8654	IQCK	-1	
8655	NA	NA	
8656	ZFYVE21	-1	
8657	NFATC3	-1	
8658	HTATIP2	0.118	
8659	TREX1	-1	
8660	SERPINA1	0.07	
8661	NCKAP1	-1	
8662	PARM1	NA	
8663	ANXA5	0.048	
8664	IPCEF1	0.107	
8665	DUSP6	0.316	
8666	COMP	0.096	
8667	PID1	-1	
8668	POMP	0.118	
8669	DCTN2	0.385	
8670	TM6SF1	-1	
8671	RPL18A	0.102	
8672	NR2F6	0.086	
8673	BRWD1	0.082	
8674	NFX1	-1	
8675	NRP1	-1	
8676	RBM23	-1	
8677	CPM	0.902	X
8678	NXF1	0.096	
8679	CTNS	-1	
8680	QKI	0.08	
8681	MPP3	-1	
8682	SRPX2	NA	
8683	ACTR3	0.07	
8684	HOXA4	0.182	
8685	NA	NA	
8686	HLA-DRA	NA	
8687	NDUFB6	0.128	
8688	PPAT	-1	
8689	ISOC2	-1	
8690	DAG1	-1	
8691	RAP1GDS1	-1	
8692	NA	NA	
8693	IL1RL1	-1	
8694	HFE	0.059	
8695	TRIO	0.171	
8696	ACTN4	0.08	
8697	HRASLS	-1	
8698	KLF12	-1	
8699	RAB32	0.15	
8700	GNB2L1	-1	
8701	PLXNC1	0.16	
8702	TEX41	NA	
8703	RABGAP1	0.091	
8704	ARPC4	-1	
8705	SDHD	-1	
8706	FUS	-1	
8707	NA	NA	
8708	ATP7B	0.123	
8709	NA	NA	
8710	ARHGAP26	-1	
8711	NUBPL	0.07	
8712	TCF4	-1	
8713	EIF5B	0.075	
8714	MID2	NA	
8715	C12orf44	-1	
8716	PLCB4	0.08	
8717	CDK8	0.128	
8718	HMHB1	0.075	
8719	PDE4DIP	-1	
8720	RNASE2	-1	
8721	ADARB1	-1	
8722	CCNG2	0.043	
8723	ST6GALNAC4	0.086	
8724	CRYBB2	-1	
8725	GCDH	-1	
8726	TAX1BP1	-1	
8727	GUF1	-1	
8728	NA	NA	
8729	NA	NA	
8730	PCSK5	-1	
8731	ZNF148	-1	
8732	GPKOW	NA	
8733	AKR1C3	0.064	
8734	THOC1	-1	
8735	TFAM	0.037	
8736	PDCD10	-1	
8737	RPL10	NA	
8738	BAG2	0.07	
8739	PSMB3	0.075	
8740	ZFP36L1	-1	
8741	MINPP1	-1	
8742	UBE2S	-1	
8743	AGA	-1	
8744	HNRNPUL2	0.096	
8745	MRPL42	0.16	
8746	UBE2G2	-1	
8747	RNF38	0.144	
8748	RHBDL2	0.08	
8749	DRD2	-1	
8750	PPP3CC	-1	
8751	NA	NA	
8752	SPON2	-1	
8753	MAP3K4	0.102	
8754	MRPS14	0.166	
8755	HRASLS	-1	
8756	CALHM2	0.032	
8757	ERAP1	0.064	
8758	TBC1D30	NA	
8759	NA	NA	
8760	ACOT9	NA	
8761	TTTY15	NA	
8762	KHNYN	NA	
8763	TRIM33	0.08	
8764	CPT1A	-1	
8765	FLNB	0.107	
8766	GSPT1	-1	
8767	HERC3	0.037	
8768	EXOC7	-1	
8769	TMEM222	-1	
8770	PHC2	-1	
8771	AGPAT1	NA	
8772	ARFIP1	-1	
8773	C11orf48	-1	
8774	ENAH	-1	
8775	MTHFD2L	0.043	
8776	OPA1	0.075	
8777	CDK14	NA	
8778	RAC1	-1	
8779	CHCHD7	0.128	
8780	NR2F2	0.053	
8781	MEF2A	-1	
8782	UBE2V2	0.128	
8783	ACAD10	-1	
8784	HNRNPD	-1	
8785	NTRK3	-1	
8786	COPS8	-1	
8787	UCHL5	-1	
8788	PFN2	-1	
8789	MED13	0.07	
8790	RNF138	-1	
8791	TNS3	-1	
8792	GSDMB	0.075	
8793	CYP2C9	-1	
8794	RABGGTA	0.064	
8795	PDLIM7	0.091	
8796	MRPS2	-1	
8797	TTPAL	-1	
8798	HMMR	0.08	
8799	ISG20L2	0.171	
8800	TRIM8	0.053	
8801	ATP6V1A	-1	
8802	BAG5	-1	
8803	GEMIN4	0.07	
8804	FKBP1A	0.07	
8805	MAP4	0.127	
8806	ITGA10	0.112	
8807	NA	NA	
8808	PRF1	-1	
8809	YIPF1	0.091	
8810	PPP6R2	NA	
8811	ACSL3	-1	
8812	RPL13	-1	
8813	NA	NA	
8814	SFSWAP	NA	
8815	PTPLA	0.059	
8816	LILRB1	-1	
8817	MRP63	0.15	
8818	IRAK4	0.08	
8819	TSPYL1	-1	
8820	AFG3L2	0.053	
8821	ST8SIA4	0.064	
8822	PRKAR1A	0.064	
8823	NA	NA	
8824	NDUFA7	-1	
8825	VAMP5	-1	
8826	GTF3C2	-1	
8827	CYR61	-1	
8828	DHX40	0.064	
8829	TRIM62	0.08	
8830	SPSB3	0.043	
8831	NA	NA	
8832	ITGA5	-1	
8833	RRBP1	0.064	
8834	FAM160B2	0.08	
8835	CYLD	0.075	
8836	EXPH5	0.16	
8837	UPF3A	-1	
8838	NDUFS3	-1	
8839	NA	NA	
8840	RASGRP3	0.048	
8841	ABCE1	0.053	
8842	SPATA2	0.139	
8843	SCAMP1	0.07	
8844	SLC33A1	-1	
8845	AL928768.3	NA	
8846	CMAS	-1	
8847	CHMP2B	-1	
8848	FEZ2	-1	
8849	TUBB	NA	
8850	SLC5A3	0.08	
8851	ZNF217	0.155	
8852	USP46	0.032	
8853	MAEA	-1	
8854	ZHX3	0.144	
8855	ARFGEF1	0.139	
8856	FAM168A	0.134	
8857	NA	NA	
8858	WAPAL	-1	
8859	TRA2B	0.075	
8860	CIB2	-1	
8861	ISYNA1	-1	
8862	ELAVL1	0.091	
8863	KITLG	0.283	
8864	SLIT3	0.096	
8865	SERPINE1	0.064	
8866	JAK2	0.118	
8867	POM121C	0.075	
8868	PCIF1	-1	
8869	HIVEP2	-1	
8870	ZKSCAN5	0.064	
8871	TBC1D9B	0.091	
8872	ALPPL2	-1	
8873	KLF12	-1	
8874	AHCYL2	0.07	
8875	ARF6	0.091	
8876	ZBED4	-1	
8877	G3BP2	0.07	
8878	MRPS31	-1	
8879	GLE1	0.086	
8880	SNX27	0.155	
8881	ZNF580	-1	
8882	NDC1	NA	
8883	ARSB	0.059	
8884	SETX	-1	
8885	RAB7L1	0.112	
8886	PAK4	-1	
8887	SMTN	-1	
8888	FAF2	0.08	
8889	POGK	0.176	
8890	PELP1	0.053	
8891	KDELR3	-1	
8892	NA	NA	
8893	HRAS	0.176	
8894	CTBS	-1	
8895	STX7	-1	
8896	APLP2	0.171	
8897	TSC22D2	-1	
8898	TMEM147	-1	
8899	ORAI2	0.07	
8900	NKTR	-1	
8901	ADAM23	-1	
8902	OPA1	-1	
8903	NA	NA	
8904	EEF1E1	-1	
8905	FGD6	0.155	
8906	ATXN3	-1	
8907	CPT2	0.096	
8908	NA	NA	
8909	EHHADH	0.064	
8910	HIST1H4H	-1	
8911	HLA-B	NA	
8912	SF3B4	0.128	
8913	EIF3D	-1	
8914	APOL2	-1	
8915	AKR7A3	0.075	
8916	NASP	0.075	
8917	SYNE1	0.131	
8918	HERPUD1	-1	
8919	GFPT1	0.048	
8920	NA	NA	
8921	OXCT1	-1	
8922	MKI67	0.032	
8923	NA	NA	
8924	CHORDC1	0.139	
8925	SLC5A5	-1	
8926	COQ3	-1	
8927	RASA4	0.075	
8928	MRS2	0.064	
8929	VCL	0.064	
8930	NIT1	-1	
8931	YIPF3	-1	
8932	PLD2	0.053	
8933	PTGDS	-1	
8934	PHLDA1	0.262	
8935	CPQ	NA	
8936	TMCO1	0.171	
8937	YWHAE	0.064	
8938	PPP2R5E	-1	
8939	GYG1	0.048	
8940	EIF4E	0.037	
8941	FARS2	-1	
8942	TM9SF1	0.07	
8943	TRAPPC10	0.086	
8944	TNFSF15	0.102	
8945	GTF3C2	-1	
8946	ZMYND11	0.123	
8947	SRRM2	0.053	
8948	WBP7	NA	
8949	CSF1	-1	
8950	RANBP9	-1	
8951	ASB8	0.128	
8952	CCNE2	0.118	
8953	TNPO1	0.053	
8954	MFAP5	0.075	
8955	NEK3	-1	
8956	LILRB5	-1	
8957	NA	NA	
8958	MSTO1	0.187	
8959	NA	NA	
8960	CRIPT	0.043	
8961	SCAPER	-1	
8962	NYNRIN	NA	
8963	ELK3	0.358	
8964	KIAA1704	-1	
8965	B3GNT1	-1	
8966	HCK	0.128	
8967	WRB	0.08	
8968	RAB22A	-1	
8969	WDTC1	-1	
8970	USP12	0.118	
8971	KLHDC3	0.075	
8972	RAB1A	-1	
8973	NOTCH2	0.064	
8974	SNX1	0.064	
8975	COL4A2	0.128	
8976	KAZN	NA	
8977	RAD21	-1	
8978	IFT46	NA	
8979	TAF6	0.064	
8980	PRUNE	0.166	
8981	TYW1	0.075	
8982	AP1S2	NA	
8983	TMEM51	0.075	
8984	GLTPD1	0.086	
8985	SNRPA1	-1	
8986	RPL9	-1	
8987	SCO2	0.139	
8988	PHLDA1	0.262	
8989	NACA	0.134	
8990	PARVB	0.096	
